song,genre,length,zcr.1,zcr.2,zcr.3,zcr.4,zcr.5,zcr.6,zcr.7,zcr.8,zcr.9,zcr.10,roughness.1,roughness.2,roughness.3,roughness.4,roughness.5,roughness.6,roughness.7,roughness.8,roughness.9,roughness.10,amplitude.1,amplitude.2,amplitude.3,amplitude.4,amplitude.5,amplitude.6,amplitude.7,amplitude.8,amplitude.9,amplitude.10,Q25.1,Q75.1,centroid.1,skewness.1,kurtosis.1,flatness.1,entropy.1,Q25.2,Q75.2,centroid.2,skewness.2,kurtosis.2,flatness.2,entropy.2,Q25.3,Q75.3,centroid.3,skewness.3,kurtosis.3,flatness.3,entropy.3,Q25.4,Q75.4,centroid.4,skewness.4,kurtosis.4,flatness.4,entropy.4,Q25.5,Q75.5,centroid.5,skewness.5,kurtosis.5,flatness.5,entropy.5,Q25.6,Q75.6,centroid.6,skewness.6,kurtosis.6,flatness.6,entropy.6,Q25.7,Q75.7,centroid.7,skewness.7,kurtosis.7,flatness.7,entropy.7,Q25.8,Q75.8,centroid.8,skewness.8,kurtosis.8,flatness.8,entropy.8,Q25.9,Q75.9,centroid.9,skewness.9,kurtosis.9,flatness.9,entropy.9,Q25.10,Q75.10,centroid.10,skewness.10,kurtosis.10,flatness.10,entropy.10
French Suite No. 5 in G Major_ BWV816 5. Bourrée - Bach,Classical,63.90204082,0.027959184,0.024285714,0.026145125,0.030113379,0.028571429,0.025668934,0.026598639,0.027777778,0.029183673,0.035124717,3.13555E+11,3.13463E+11,3.13906E+11,3.14703E+11,3.15566E+11,3.16187E+11,3.16267E+11,3.15796E+11,3.14993E+11,3.14136E+11,0.090429432,0.090276005,0.090339065,0.090311574,0.090302252,0.090429888,0.090469402,0.090439644,0.090416338,0.090423721,3834.086945,9445.214187,7143.183437,6.790199164,82.74730225,0.384153065,0.91745345,3835.173931,9437.428001,7142.244681,6.784295589,82.64187065,0.387641664,0.917402126,3837.174021,9437.428001,7142.675177,6.783291224,82.60139875,0.393338974,0.917353512,3840.174158,9438.428047,7143.402727,6.782395901,82.55252243,0.398101384,0.917314331,3841.174203,9439.428092,7144.126002,6.782086098,82.51420359,0.397121513,0.917303003,3843.174294,9442.428228,7145.118846,6.782543665,82.50209257,0.39711666,0.91732307,3843.174294,9442.428228,7144.753939,6.783439595,82.52071387,0.392759215,0.917347747,3841.174203,9445.428364,7144.492163,6.784572648,82.56397178,0.392526649,0.917386219,3839.174112,9448.4285,7144.285143,6.785423869,82.6141021,0.39129639,0.917432068,3837.174021,9442.428228,7142.877863,6.785265565,82.64652482,0.393438278,0.917426154
French Suite No. 5 in G Major_ BWV816 4. Gavotte - Bach,Classical,71.98605442,0.033900227,0.035986395,0.028412698,0.022811791,0.021678005,0.023718821,0.024126984,0.024829932,0.026099773,0.028684807,1.054E+11,1.0519E+11,1.05022E+11,1.04956E+11,1.05018E+11,1.05183E+11,1.05399E+11,1.05577E+11,1.05639E+11,1.05572E+11,0.058211699,0.05810141,0.058108461,0.058166066,0.058179003,0.05822334,0.058208581,0.058282206,0.058292597,0.05830143,3196.072477,7896.17906,6433.039104,5.688221748,51.16442848,0.419892983,0.91378851,3195.144905,7892.35793,6424.275641,5.680249206,51.1898627,0.417760529,0.913590787,3194.144859,7891.357885,6419.052712,5.678719339,51.162648,0.424655955,0.913476124,3194.144859,7890.357839,6417.504924,5.678059751,51.14457529,0.419983482,0.913433277,3195.144905,7891.357885,6419.83331,5.678478213,51.14376823,0.421039968,0.913461339,3196.14495,7892.35793,6424.365472,5.679337525,51.15167337,0.432500813,0.913536869,3198.145041,7894.358021,6428.986888,5.680227671,51.16330954,0.433531881,0.913614402,3199.145086,7895.358066,6432.668674,5.681432892,51.18576555,0.431048095,0.913692857,3199.145086,7896.358111,6434.07906,5.68218351,51.20560549,0.42872399,0.913733311,3198.145041,7895.358066,6433.392579,5.682304663,51.21459737,0.428602604,0.913758225
Orchestral Suite No.2 in B Minor_ BWV1067 6. Menuet - Bach,Classical,78.45802721,0.031315193,0.029365079,0.024739229,0.034716553,0.051201814,0.050975057,0.053129252,0.045600907,0.047913832,0.039229025,2.14045E+11,2.09982E+11,2.07337E+11,2.06704E+11,2.07994E+11,2.1107E+11,2.1515E+11,2.18562E+11,2.19615E+11,2.17836E+11,0.038667242,0.038730918,0.038757862,0.038776093,0.038757668,0.03884447,0.038825731,0.038754506,0.038738609,0.038728361,4365.098986,14736.33417,9429.529647,5.270012331,53.61677022,0.600578756,0.950289971,4350.197288,14711.6672,9406.564185,5.303246076,54.45985434,0.582288135,0.950611062,4339.196789,14710.66715,9399.320442,5.317521701,55.30141864,0.588743805,0.950956205,4340.196834,14727.66792,9408.229168,5.314025833,55.97923121,0.582371498,0.951184421,4343.19697,14747.66883,9421.795868,5.293081862,56.1104768,0.59284539,0.951092469,4341.19688,14761.66946,9430.175916,5.262844421,55.63814425,0.587552157,0.950940343,4343.19697,14775.6701,9441.996697,5.232240074,54.78879609,0.57854549,0.950633971,4346.197106,14794.67096,9455.172275,5.217033563,53.90549827,0.583360129,0.950269353,4353.197424,14789.67073,9460.642304,5.214552013,53.17808238,0.597099725,0.949900597,4365.197968,14765.66964,9452.991769,5.234205246,53.06977202,0.61159782,0.949988353
Orchestral Suite No. 3 in D_ BWV1068 4. Bourrée 1 and 2 - Bach,Classical,78.40950113,0.063401361,0.068027211,0.077777778,0.056598639,0.093378685,0.092947846,0.075623583,0.056984127,0.056394558,0.06585034,6.45231E+11,6.41333E+11,6.39583E+11,6.39882E+11,6.4075E+11,6.43087E+11,6.47987E+11,6.52229E+11,6.52381E+11,6.49445E+11,0.064036206,0.064257767,0.064227992,0.064167488,0.063795492,0.063548939,0.063631222,0.063819499,0.063966717,0.06395365,4230.095925,14474.32823,9603.296133,5.390046639,74.98336363,0.702406172,0.966086796,4219.191347,14478.65663,9597.361846,5.425914343,74.36483857,0.708632045,0.966317203,4214.19112,14496.65744,9598.702546,5.391926113,73.79806337,0.71456842,0.966360089,4215.191165,14541.65949,9614.949973,5.332840237,73.85024408,0.706228585,0.966505466,4214.19112,14599.66212,9632.132203,5.297465368,75.16840727,0.70236848,0.966587268,4216.19121,14640.66398,9646.515839,5.323574359,77.44587664,0.697299524,0.966804998,4222.191483,14647.66429,9654.168162,5.335607697,78.67858387,0.702782392,0.966752703,4229.1918,14609.66257,9646.513262,5.333682161,78.93037882,0.699749866,0.966676509,4231.191891,14536.65926,9624.164186,5.335965699,78.30134824,0.6973074,0.966430465,4231.191891,14484.6569,9607.617232,5.355278566,76.67232743,0.70187152,0.966194931
Orchestral Suite No.2 in B Minor_ BWV1067 7. Badinerie - Bach,Classical,81.98142857,0.037800454,0.035804989,0.039365079,0.043900227,0.037845805,0.0461678,0.046802721,0.043401361,0.041791383,0.044852608,86137785328,86239624137,86534680863,86792647113,86896924655,86884545677,86769847430,86589935236,86391661810,86220024157,0.024642617,0.02463422,0.024611466,0.024659685,0.024654353,0.024680303,0.024664378,0.024637814,0.024676004,0.02466054,4426.10037,14041.31841,9296.380486,3.17587674,17.09099768,0.601013844,0.949587398,4424.200644,14032.6364,9296.11165,3.175151175,17.06602642,0.60117874,0.949574399,4426.200735,14069.63808,9305.85007,3.184246317,17.19432601,0.609280074,0.949580945,4424.200644,14105.63971,9312.897157,3.196209259,17.38805631,0.609138237,0.94948768,4417.200327,14135.64107,9313.153652,3.20827177,17.58059211,0.597488291,0.949506398,4410.200009,14159.64216,9313.341186,3.217038704,17.70961574,0.595981003,0.949658877,4410.200009,14153.64189,9311.00366,3.21592661,17.70520655,0.603450008,0.949689477,4416.200281,14135.64107,9307.656746,3.204243799,17.56066831,0.603437583,0.949581836,4423.200599,14120.64039,9306.307419,3.189380369,17.35004823,0.582427173,0.949505602,4426.200735,14075.63835,9300.782072,3.178388203,17.16655785,0.584040442,0.949460585
French Suite No. 5 in G Major_ BWV816 2. Courante - Bach,Classical,91.86426304,0.024829932,0.025623583,0.024081633,0.026575964,0.031882086,0.027210884,0.033310658,0.027709751,0.027687075,0.029024943,2.19817E+11,2.19895E+11,2.19741E+11,2.19395E+11,2.18986E+11,2.18676E+11,2.18592E+11,2.18764E+11,2.19129E+11,2.19536E+11,0.079936677,0.079780078,0.079769606,0.079747059,0.079648642,0.079661611,0.079748675,0.079859153,0.079982201,0.079938226,3904.088532,8781.199129,7179.460808,5.309596264,42.29082016,0.450230877,0.911753067,3904.17706,8780.398204,7180.143384,5.309437375,42.35420784,0.444393775,0.911702991,3904.17706,8780.398204,7179.697982,5.309942232,42.36184936,0.43579094,0.911637222,3904.17706,8779.398159,7179.397119,5.309902768,42.36149498,0.433736822,0.911592509,3904.17706,8780.398204,7179.794575,5.309642885,42.3573424,0.428009698,0.911608264,3904.17706,8780.398204,7180.031439,5.309013164,42.34693447,0.431929254,0.911645291,3904.17706,8780.398204,7180.162984,5.308129131,42.33284195,0.435358278,0.911689969,3904.17706,8781.398249,7180.4187,5.307648439,42.32618548,0.442938757,0.911747723,3904.17706,8781.398249,7180.59837,5.30770385,42.32828702,0.447162429,0.91178011,3904.17706,8779.398159,7179.646543,5.30760207,42.32850047,0.452015612,0.911731064
Orchestral Suite No.2 in B Minor_ BWV1067 2. Rondeau - Bach,Classical,95.06632653,0.044013605,0.033968254,0.040272109,0.038571429,0.041609977,0.040793651,0.043650794,0.035873016,0.036780045,0.037913832,4.83183E+11,4.78661E+11,4.73379E+11,4.69102E+11,4.6781E+11,4.70205E+11,4.75237E+11,4.80787E+11,4.84535E+11,4.85374E+11,0.081532824,0.081279577,0.081527654,0.081252818,0.081161957,0.081237813,0.081396392,0.081497107,0.081638281,0.081536436,3794.086038,13899.31519,9027.134824,5.399802299,49.08737525,0.530374084,0.939076602,3791.171935,13877.62937,9007.378055,5.41201982,49.2300724,0.522744132,0.939030947,3789.171845,13852.62824,8987.921704,5.423518834,49.33180945,0.543289376,0.938904081,3785.171663,13800.62588,8971.318736,5.434758941,49.43315685,0.540038074,0.938911424,3783.171572,13760.62406,8962.791423,5.439098917,49.47943906,0.551168565,0.938967258,3785.171663,13806.62615,8970.956949,5.430976493,49.39752457,0.529661773,0.9389212,3789.171845,13861.62865,8992.635031,5.417296598,49.25789207,0.525811273,0.938973866,3791.171935,13891.63001,9020.107335,5.405397017,49.15513539,0.520724999,0.939128334,3795.172117,13921.63137,9039.458096,5.396720655,49.08862956,0.518205483,0.939149143,3796.172162,13932.63187,9043.850352,5.395515018,49.08121941,0.534196247,0.939165063
Orchestral Suite No. 1 in C Major_ BWV1066 4. Forlane - Bach,Classical,97.63589569,0.069387755,0.055034014,0.056349206,0.058231293,0.071020408,0.056462585,0.048480726,0.03814059,0.051496599,0.041247166,2.7538E+11,2.74444E+11,2.73707E+11,2.736E+11,2.74059E+11,2.7463E+11,2.74948E+11,2.75537E+11,2.76128E+11,2.76036E+11,0.05381243,0.0540449,0.05401529,0.054007954,0.054039905,0.053872998,0.05384966,0.053872447,0.053928321,0.053899054,3588.081366,13891.31501,8811.671196,4.205734459,30.52854593,0.664930126,0.955044814,3591.162865,13889.62992,8812.868923,4.205922293,30.58155675,0.678376574,0.955150209,3592.16291,13883.62964,8808.455812,4.213029464,30.73546279,0.654468377,0.95503884,3597.163137,13891.63001,8811.427614,4.226187331,30.9564891,0.650524817,0.954979074,3609.163681,13896.63023,8817.197965,4.239982888,31.1476683,0.641347949,0.95518204,3615.163953,13889.62992,8818.382254,4.242030866,31.15908874,0.654548997,0.955317759,3607.16359,13859.62855,8807.254195,4.228879821,30.9588661,0.658123787,0.955117664,3594.163001,13844.62787,8793.502848,4.207936981,30.66055592,0.671084228,0.9548221,3589.162774,13847.62801,8794.284714,4.195379263,30.45657791,0.662504416,0.954695431,3587.162683,13865.62883,8802.666234,4.194958146,30.41732567,0.656984687,0.954809681
Mass in B Minor - Gloria In Excelsis Deo - Bach,Classical,110.0464172,0.061587302,0.060702948,0.058503401,0.045736961,0.054761905,0.057777778,0.061473923,0.059297052,0.064693878,0.059387755,2.27803E+12,2.27998E+12,2.2805E+12,2.28024E+12,2.27936E+12,2.27774E+12,2.27535E+12,2.27254E+12,2.27208E+12,2.27476E+12,0.116401263,0.11657767,0.116452685,0.116431826,0.116545416,0.116759403,0.117190727,0.117068259,0.116920464,0.116224986,6259.141937,16058.36415,10758.50457,3.370079172,22.9274324,0.66497106,0.963062131,6255.283686,16048.72783,10754.30471,3.368183086,22.91595798,0.668941117,0.962986312,6252.28355,16045.7277,10754.16689,3.390303092,23.16782794,0.688223971,0.963181634,6251.283505,16043.72761,10753.56466,3.416589834,23.47730726,0.668100398,0.963239919,6250.28346,16042.72756,10752.84383,3.438980318,23.72535271,0.655479376,0.963243413,6251.283505,16054.72811,10756.59137,3.448755606,23.81894002,0.668909199,0.96322355,6257.283777,16072.72892,10762.9261,3.446843796,23.78083844,0.664919657,0.963223042,6262.284004,16083.72942,10768.32127,3.441168562,23.6930339,0.68208604,0.963394445,6264.284095,16088.72965,10770.32074,3.420948872,23.47150966,0.6844735,0.963412649,6261.283958,16077.72915,10764.23555,3.391113534,23.15329067,0.679154145,0.963242573
Mass in B Minor - Credo In Unum Deum - Bach,Classical,109.7123356,0.064648526,0.058979592,0.064739229,0.0630839,0.072267574,0.045963719,0.043968254,0.048072562,0.054535147,0.044761905,1.36541E+12,1.35795E+12,1.35315E+12,1.35233E+12,1.35544E+12,1.36076E+12,1.367E+12,1.37304E+12,1.37602E+12,1.37291E+12,0.100204545,0.100290115,0.100351486,0.100588286,0.100795835,0.100788821,0.101035696,0.100638533,0.10049533,0.100411418,5805.131642,14593.33093,9838.137287,4.8617128,34.81434152,0.701466687,0.955317514,5802.263141,14574.66098,9833.276774,4.862243768,34.81057514,0.694486996,0.955308713,5804.263232,14574.66098,9831.539336,4.865911522,34.84065713,0.678899835,0.955363464,5806.263323,14583.66139,9831.179154,4.866633235,34.83978098,0.665731999,0.955333576,5809.263459,14603.6623,9834.056405,4.864134609,34.8060465,0.661536642,0.955247266,5809.263459,14631.66357,9835.248307,4.86043894,34.76780256,0.653101022,0.955216277,5810.263504,14654.66461,9841.323536,4.855898963,34.72535758,0.640059135,0.955223121,5812.263595,14681.66584,9850.752833,4.85847414,34.75277059,0.644044982,0.955388592,5810.263504,14684.66597,9853.43471,4.865627865,34.83342237,0.655282741,0.955559688,5809.263459,14651.66447,9848.946274,4.864471981,34.83720278,0.653912436,0.955440365
Orchestral Suite No. 4 in D_ BWV1069 3. Gavotte 1 and 2 - Bach,Classical,110.6162358,0.04185941,0.050498866,0.056303855,0.062176871,0.06430839,0.052471655,0.03877551,0.047959184,0.047732426,0.055827664,1.19364E+12,1.1918E+12,1.19317E+12,1.19671E+12,1.19989E+12,1.20235E+12,1.20399E+12,1.20314E+12,1.20013E+12,1.19678E+12,0.098275978,0.097967987,0.097926498,0.09766116,0.097641737,0.09769702,0.097856602,0.098086769,0.098234586,0.09846189,4272.096877,14315.32463,9456.654917,2.869114732,15.06089719,0.627394368,0.956506586,4276.193932,14336.65019,9468.838692,2.86971728,15.14841527,0.643730735,0.956571268,4286.194385,14376.652,9486.925686,2.890750786,15.45427015,0.629135208,0.956774829,4307.195338,14396.65291,9499.329107,2.921756831,15.82809391,0.651924872,0.95696334,4308.195383,14410.65354,9502.800769,2.948085427,16.09073832,0.653771131,0.956915369,4286.194385,14384.65237,9494.325178,2.953818177,16.07757595,0.644820479,0.956627413,4269.193614,14339.65032,9479.699328,2.943592896,15.88657948,0.646473741,0.956444225,4257.19307,14304.64874,9466.170756,2.930779424,15.69053224,0.651716047,0.956539141,4253.192889,14283.64778,9454.149019,2.910470142,15.45043532,0.649710972,0.956509687,4260.193206,14292.64819,9449.765852,2.8854332,15.18795402,0.645927782,0.956429052
French Suite No. 5 in G Major_ BWV816 6. Louré - Bach,Classical,113.6038776,0.011156463,0.027278912,0.028798186,0.020770975,0.023174603,0.031723356,0.020861678,0.021428571,0.037687075,0.034104308,49962273920,49951059075,49928392760,49906274281,49897666417,49901705283,49917541640,49943571266,49966392826,49970037985,0.02816607,0.028184135,0.028174992,0.028150986,0.028169965,0.028149292,0.028139031,0.028165237,0.028167993,0.028147228,3911.088691,7885.17881,6850.964513,8.36946932,95.87340542,0.340874032,0.878312353,3911.177378,7885.357613,6849.702852,8.372937439,95.84190471,0.327952622,0.878332507,3910.177332,7885.357613,6846.996501,8.372127898,95.82415398,0.319282758,0.878241343,3910.177332,7885.357613,6846.836579,8.372039193,95.82076452,0.323141251,0.878224704,3910.177332,7885.357613,6848.550533,8.373236606,95.84749,0.322807825,0.878267145,3910.177332,7885.357613,6850.327308,8.374471814,95.87100226,0.328734099,0.878320207,3910.177332,7885.357613,6852.131234,8.374968548,95.87609014,0.328984231,0.878382477,3910.177332,7885.357613,6852.384153,8.374439643,95.86551472,0.332148236,0.87840412,3910.177332,7885.357613,6852.395902,8.374180324,95.86175714,0.333962412,0.8783971,3910.177332,7885.357613,6851.350996,8.373732605,95.85130886,0.329593864,0.878352158
Orchestral Suite No. 1 in C Major_ BWV1066 2. Courante - Bach,Classical,123.852585,0.069206349,0.056077098,0.039274376,0.041723356,0.056349206,0.052857143,0.062086168,0.066258503,0.067369615,0.057460317,9.58357E+11,9.56311E+11,9.58019E+11,9.65118E+11,9.72683E+11,9.75407E+11,9.75156E+11,9.7213E+11,9.66665E+11,9.61777E+11,0.112258748,0.112055286,0.112455884,0.112489091,0.112427418,0.112037727,0.111874749,0.111815314,0.112201249,0.112109682,3312.075107,13278.30111,8586.597629,6.746833412,92.49362841,0.654087976,0.955839148,3315.150347,13294.60293,8595.757779,6.744701917,92.2432565,0.674264932,0.955840944,3322.150664,13309.60361,8605.298866,6.729602501,91.76124947,0.669434167,0.955686344,3318.150483,13303.60334,8604.784558,6.70829869,91.42691783,0.664827674,0.955472516,3310.15012,13290.60275,8598.888874,6.702746951,91.61962108,0.661215864,0.955483469,3306.149939,13266.60166,8593.460966,6.703294376,91.79645824,0.677257469,0.955560826,3305.149893,13255.60116,8595.700326,6.704971278,91.83776592,0.684246115,0.955524283,3307.149984,13269.6018,8599.070953,6.730396983,92.4452516,0.663376746,0.955677206,3310.15012,13270.60184,8596.385861,6.748851265,92.81162387,0.67024889,0.955773895,3312.150211,13265.60161,8587.233759,6.74760128,92.58133408,0.666038042,0.955812608
Sonata in E-flat major for Flute and Harpsichord in E-flat Major_ BWV 1031 II. Siciliano - Bach,Classical,130.9196145,0.034716553,0.028639456,0.033945578,0.038163265,0.040498866,0.032970522,0.041972789,0.038208617,0.049863946,0.058503401,2.09224E+11,2.09118E+11,2.08938E+11,2.08796E+11,2.08795E+11,2.08912E+11,2.09057E+11,2.0912E+11,2.09157E+11,2.09228E+11,0.044356558,0.044363656,0.044346082,0.044373786,0.044448783,0.044405948,0.044487562,0.044431711,0.044435433,0.044384836,5664.128444,13572.30778,9670.959502,4.417928927,29.93672867,0.459187874,0.919382263,5662.256792,13550.61454,9666.588707,4.416887043,29.9282301,0.474530939,0.919314292,5662.256792,13561.61504,9667.245034,4.418473906,29.95141497,0.474873657,0.919330132,5663.256837,13586.61617,9669.189109,4.418377681,29.9579378,0.477064151,0.919300716,5663.256837,13594.61654,9670.002219,4.41874361,29.96016215,0.469536568,0.919300212,5664.256882,13642.61871,9671.840733,4.420505185,29.97695939,0.45934512,0.919395659,5664.256882,13669.61994,9673.758783,4.420497987,29.97338526,0.463612352,0.919454974,5665.256928,13642.61871,9672.801398,4.418731269,29.94768128,0.463424271,0.919372038,5664.256882,13568.61536,9669.671591,4.416638107,29.92563352,0.465462443,0.919315239,5664.256882,13558.6149,9669.113215,4.415201851,29.91440219,0.468067048,0.919336768
Mass in B Minor - Patrem Ominpotentem - Bach,Classical,133.8737868,0.057188209,0.055736961,0.062222222,0.053469388,0.052857143,0.053718821,0.049251701,0.052335601,0.05877551,0.047891156,1.31737E+12,1.30898E+12,1.29816E+12,1.29009E+12,1.28769E+12,1.29114E+12,1.29885E+12,1.30787E+12,1.31544E+12,1.31937E+12,0.093444111,0.093325843,0.093109066,0.093114342,0.093153403,0.093389531,0.093502571,0.093716853,0.093697812,0.093731467,6154.139556,14359.32562,10290.04434,2.497512842,12.41124747,0.643714211,0.960563551,6151.27897,14311.64905,10280.32176,2.501695877,12.43707015,0.638082237,0.960465396,6140.278471,14236.64565,10260.54466,2.511343087,12.51153441,0.638783186,0.960431634,6128.277926,14143.64143,10240.24592,2.51957087,12.58626533,0.637692145,0.960394405,6121.277609,14084.63876,10229.48767,2.524377212,12.63573961,0.641064705,0.960417002,6122.277654,14106.63976,10230.55144,2.523567898,12.63223079,0.648501768,0.960497784,6129.277972,14169.64261,10241.98871,2.517131158,12.58327419,0.647023069,0.960551854,6139.278425,14246.64611,10259.70685,2.509391657,12.52968198,0.636721225,0.96058741,6146.278743,14320.64946,10275.5673,2.502639691,12.47797021,0.633171756,0.960624376,6152.279015,14362.65137,10286.28773,2.497975018,12.4277002,0.636683042,0.960627591
Orchestral Suite No.2 in B Minor_ BWV1067 4. Bourrée 1 and 2 - Bach,Classical,133.5203175,0.037845805,0.020634921,0.034965986,0.03984127,0.043197279,0.043900227,0.042539683,0.043696145,0.043038549,0.040634921,1.47243E+11,1.4763E+11,1.4809E+11,1.48434E+11,1.48462E+11,1.48237E+11,1.47861E+11,1.47317E+11,1.4694E+11,1.46978E+11,0.035070158,0.034964835,0.034959292,0.034992672,0.035046141,0.03500663,0.034988073,0.035067106,0.035149903,0.035113176,4937.111958,13933.31596,9416.595248,5.077136452,41.00177382,0.528994202,0.932140587,4937.22391,13944.63241,9422.067532,5.073363948,41.0157864,0.532823019,0.932297361,4938.223956,13956.63295,9431.255826,5.075202073,41.05770678,0.53957586,0.93261044,4938.223956,13959.63309,9436.644959,5.07521618,41.07537258,0.536041314,0.932808097,4939.224001,13957.633,9437.309199,5.074918934,41.09266384,0.531730479,0.932833186,4938.223956,13951.63273,9434.369497,5.078987142,41.16023187,0.517338337,0.932801011,4937.22391,13941.63227,9427.587268,5.08197109,41.19289587,0.514411082,0.932680101,4937.22391,13927.63164,9418.583246,5.082661384,41.18716751,0.522663273,0.932509218,4937.22391,13919.63128,9411.221056,5.083180827,41.1842717,0.526725142,0.93232522,4937.22391,13921.63137,9410.805948,5.0808065,41.13202393,0.523693626,0.932152445
Mass in B Minor - Pleni Sunt Coeli - Bach,Classical,144.2992744,0.054331066,0.058639456,0.055714286,0.052970522,0.050408163,0.049886621,0.051269841,0.048367347,0.051814059,0.059251701,1.976E+12,1.97296E+12,1.97334E+12,1.97556E+12,1.98138E+12,1.99139E+12,1.99978E+12,2.00045E+12,1.99312E+12,1.9833E+12,0.119743277,0.119524735,0.119300784,0.118985637,0.118936385,0.119186076,0.119533945,0.119605661,0.119534853,0.119610031,5756.13053,13523.30666,9688.175753,2.61413853,12.99973356,0.695463085,0.96681416,5756.261055,13556.61481,9698.179798,2.619896788,13.04182427,0.693651332,0.966941105,5757.2611,13597.61667,9705.027262,2.627597014,13.10748911,0.703675198,0.967008596,5762.261327,13615.61749,9705.318653,2.635713837,13.16949235,0.702900375,0.967031551,5763.261372,13607.61713,9701.002575,2.639145991,13.20068781,0.707880131,0.966982,5762.261327,13593.61649,9696.529263,2.641296113,13.21246371,0.70110987,0.967052949,5756.261055,13567.61531,9689.051316,2.635857395,13.16255241,0.68846182,0.967020921,5752.260874,13542.61418,9683.977561,2.628167447,13.08581721,0.686861506,0.966941034,5754.260964,13519.61313,9682.914331,2.622634354,13.03148035,0.666981395,0.966878898,5756.261055,13507.61259,9683.51329,2.616759884,12.99595025,0.667458752,0.96682045
Orchestral Suite No.2 in B Minor_ BWV1067 3. Sarabande - Bach,Classical,154.2210431,0.048049887,0.031315193,0.039365079,0.044716553,0.048503401,0.037664399,0.042698413,0.044263039,0.047006803,0.041678005,2.9676E+11,2.96866E+11,2.96473E+11,2.95752E+11,2.95027E+11,2.94549E+11,2.94367E+11,2.94586E+11,2.95257E+11,2.96109E+11,0.056999853,0.057181077,0.057064582,0.057261334,0.05720121,0.057097778,0.057290553,0.057109959,0.057067669,0.057039866,4347.098578,14552.33,9377.415995,5.663358319,54.54098502,0.577401427,0.937507524,4338.196744,14494.65735,9364.103429,5.662484548,54.52082164,0.579957302,0.937516407,4334.196562,14444.65509,9347.963561,5.67079369,54.56077828,0.579558469,0.937525342,4332.196471,14413.65368,9337.894173,5.683387196,54.64573816,0.573048798,0.937331115,4329.196335,14404.65327,9333.079279,5.695476765,54.71071969,0.577180001,0.937167924,4329.196335,14420.654,9336.086127,5.703958016,54.75161884,0.579160623,0.937193117,4329.196335,14445.65513,9343.330497,5.704930414,54.76354024,0.58359335,0.937273657,4331.196426,14487.65704,9355.074945,5.70020603,54.75588249,0.587040108,0.9374943,4337.196698,14541.65949,9368.453644,5.688802891,54.69103162,0.587110404,0.937600831,4345.197061,14563.66048,9377.387451,5.675026137,54.61864737,0.588169967,0.937568409
Mass in B Minor - Gratias Agimus Tibi - Bach,Classical,160.0060771,0.046303855,0.046213152,0.045963719,0.043310658,0.050544218,0.042675737,0.047528345,0.046575964,0.047823129,0.049297052,8.91231E+11,8.91918E+11,8.92699E+11,8.93353E+11,8.93971E+11,8.94542E+11,8.94652E+11,8.93731E+11,8.92116E+11,8.91043E+11,0.086686009,0.08676092,0.086878669,0.086952691,0.087000026,0.087225627,0.087306072,0.087363187,0.087082475,0.086794921,5935.13459,12849.29138,9562.647515,3.826754269,25.19212812,0.627054143,0.953899424,5935.269173,12840.58234,9562.190317,3.816670984,25.11333252,0.642251122,0.95385773,5936.269219,12866.58352,9570.34394,3.810976252,25.08013408,0.639536752,0.954028612,5935.269173,12897.58492,9575.935644,3.805985549,25.06385247,0.637842719,0.954172783,5935.269173,12934.5866,9581.744747,3.805489132,25.08247988,0.632231136,0.954314635,5935.269173,12963.58792,9586.175965,3.807745285,25.109384,0.618616611,0.954350392,5935.269173,12972.58833,9588.323636,3.813121034,25.14690245,0.629969214,0.954271917,5935.269173,12957.58765,9585.203958,3.821868154,25.20707024,0.627794452,0.954143583,5935.269173,12918.58588,9576.647694,3.830095369,25.26168709,0.618896654,0.954041523,5935.269173,12878.58406,9567.47076,3.831659857,25.25677406,0.626706501,0.953958327
Orchestral Suite No. 4 in D_ BWV1069 5. Réjouissance - Bach,Classical,160.4255782,0.053650794,0.053514739,0.059410431,0.051768707,0.054376417,0.061405896,0.061587302,0.057324263,0.059115646,0.058707483,3.18294E+12,3.19471E+12,3.1949E+12,3.1846E+12,3.16665E+12,3.14769E+12,3.14337E+12,3.15229E+12,3.16051E+12,3.16895E+12,0.110191978,0.110352534,0.110424893,0.11018349,0.11061544,0.110771958,0.109817973,0.109962231,0.109907896,0.110219973,4373.099168,14678.33286,9772.721155,3.228542625,22.39691913,0.677161467,0.965392706,4381.198694,14699.66665,9789.320704,3.191142856,22.23888541,0.678832089,0.965461887,4384.19883,14725.66783,9800.507897,3.181983917,22.44956599,0.701657863,0.965575283,4375.198422,14732.66815,9790.086761,3.199370214,22.84997808,0.699628342,0.965728558,4359.197696,14715.66738,9765.58334,3.227859993,23.16517389,0.72173905,0.965712353,4347.197152,14672.66543,9739.070615,3.265291792,23.33999504,0.705646017,0.965555472,4345.197061,14638.66388,9730.54799,3.304144125,23.46004234,0.693754036,0.965490244,4355.197515,14662.66497,9745.131287,3.324357104,23.458022,0.691407846,0.965468347,4365.197968,14681.66584,9760.705754,3.317064055,23.24205472,0.655221766,0.965465387,4370.198195,14678.6657,9766.77471,3.278712263,22.80292248,0.681493247,0.965404329
